                Kawowo,,"1,603","1,714","3,317",818,26.2
                Kokwo murya,,397,409,806,175,10.9
,,,,,,
Eastern Division,,"5,639","5,586","11,225","2,193",14
                Kapche siy,,782,766,"1,548",297,14.5
                Kapche sombe,,864,843,"1,707",349,14.6
                Kaplak,,646,677,"1,323",253,15.4
                Kirwoko,,822,863,"1,685",320,13.1
                Kween,,622,549,"1,171",227,12.3
                Kwoti,,451,462,913,166,13.9
                Siron,,956,974,"1,930",389,14.7
                Teryet,,496,452,948,192,12.5
,,,,,,
Western Division,,"9,600","9,975","19,575","3,841",15.4
                Basar,,826,879,"1,705",329,14.6
                Kabat,,982,"1,007","1,989",401,20.2
                Kapeng uria,,512,490,"1,002",192,10.9
                Kapkwi ngi,,643,637,"1,280",244,11.9
                Kaplelk o,,642,654,"1,296",244,13.5
                Kapnyik ew,,604,623,"1,227",265,19.6
                Kapteret,,929,948,"1,877",380,18.2
                Kaptul,,635,660,"1,295",245,18.8
                Kululu,,496,504,"1,000",209,16.3
                Kutung,,926,994,"1,920",365,13.7
                Tegeres,,"1,015","1,034","2,049",388,10.8
                Tongwo,,913,"1,034","1,947",391,13.6
                Tuban,,477,511,988,188,17.6
,,,,,,
,,,,,,
,,,,,,
Katakwi District,,"81,673","84,558","166,231","30,744",29.3
Kapujan Sub Co unty,,"6,391","6,693","13,084","2,285",29.3
                Kapujan,,"2,796","3,003","5,799","1,047",28.6
                Kokorio,,"2,084","2,124","4,208",690,29.4
                Orimai,,"1,511","1,566","3,077",548,30.5
,,,,,,
Magoro Sub Cou nty,,"9,162","9,505","18,667","3,399",28.6
                Angisa,,293,210,503,118,19.5
                Kamenu,,"2,881","3,141","6,022","1,040",25.5
                Magoro,,"2,208","2,317","4,525",876,33.1
                Omasia,,"2,388","2,491","4,879",908,29.5
                Opeta,,"1,392","1,346","2,738",457,27.6
,,,,,,
Omodoi Sub Cou nty,,"8,177","8,691","16,868","2,983",28.3
                Amusia,,"1,605","1,650","3,255",566,26.5
                Aparisia,,"1,353","1,486","2,839",492,34.3
                Asuret,,"1,596","1,716","3,312",594,31.5
                Omodoi,,"1,573","1,669","3,242",578,26.5
                Angodin god,,"2,050","2,170","4,220",753,24.4
,,,,,,
Toroma Sub Cou nty,,"5,750","5,963","11,713","2,161",29.2
                Akurao,,"1,191","1,228","2,419",417,24.5
                Apuuton,,"1,219","1,247","2,466",428,32.2
                Ominya,,"1,793","1,830","3,623",639,25.8
                Toroma,,828,855,"1,683",319,33.9
                Toroma Town Board,,719,803,"1,522",358,33.2
,,,,,,
,,"52,193","53,706","105,899","19,916",29.6
Katakwi Sub Cou nty,,"17,818","19,084","36,902","6,594",30.3
                Abela,,"1,547","1,619","3,166",568,30.8
                Abwang et,,"1,068","1,114","2,182",344,23.5
                Aleles,,"1,939","1,976","3,915",710,26.3
                Aliakam er,,"1,680","1,676","3,356",580,33.8
                Alogook,,"2,079","2,245","4,324",800,35
                Alukuco k,,"1,759","1,831","3,590",665,24.2
                Dadas,,"2,312","2,328","4,640",831,29.2
                Getom,,"1,462","1,576","3,038",553,31.3
                Katakwi,,"2,198","2,807","5,005",902,36.8
                Olela,,"1,091","1,137","2,228",391,21.2
                Olupe,,683,775,"1,458",250,33.6
,,,,,,
Katakwi Town Council,,"3,766","3,992","7,758","1,886",32.8
                Northern,,"2,061","2,101","4,162","1,009",30.5
                Southern,,"1,705","1,891","3,596",877,35.3
,,,,,,
Ngariam Sub Co unty,,"5,375","5,571","10,946","2,240",31.7
                Akisim,,614,557,"1,171",271,25.1
                Bisina,,"1,288","1,378","2,666",526,32.9
                Kaikam osing,,993,"1,014","2,007",425,33.4
                Kelim,,"1,150","1,273","2,423",461,33
                Osobut,,781,755,"1,536",328,31.4
                Pakwi,,549,594,"1,143",229,31.4
,,,,,,
Ongongoja Sub County,,"8,210","8,209","16,419","2,939",25.7
                Aketa,,"1,601","1,615","3,216",584,30
                Obwob wo,,431,425,856,169,26
                Okocho,,"1,337","1,388","2,725",483,24.4
                Okuda,,"1,206","1,235","2,441",464,28
                Omuku ny,,"1,371","1,390","2,761",486,22
                Ongatu nyo,,"1,345","1,319","2,664",454,24.9
                Ongong oja,,919,837,"1,756",299,23.1
,,,,,,
Palam Sub Coun ty,,"6,496","6,154","12,650","2,444",30.2
                Acanga,,810,791,"1,601",339,32.4
                Odoot,,"1,245","1,340","2,585",506,28.7
                Okwam omwar,,672,659,"1,331",247,20.2
                Olilim,,"1,924","1,513","3,437",597,32
                Palam,,760,659,"1,419",282,25.2
                Ngariam,,"1,085","1,192","2,277",473,36.2
,,"10,528","10,696","21,224","3,813",28.2
Aakum Sub Cou nty,,"2,085","2,265","4,350",805,26
                Abwoko dia,,"1,894","1,775","3,669",643,30.8
                Adacar,,"1,613","1,595","3,208",555,26.5
                Cheleuk o,,"1,092","1,143","2,235",413,27.8
                Koritok,,"1,252","1,205","2,457",437,29.7
                Ongema,,"1,030","1,019","2,049",352,24.7
                Usuk,,"1,562","1,694","3,256",608,30.9
,,,,,,
,,,,,,
,,,,,,
Kumi District,,"116,457","122,811","239,268","40,748",22.8
Atutur Sub Coun ty,,"10,464","11,106","21,570","3,585",22.2
                Akalaba,,"2,074","2,316","4,390",713,24.4
                Akibui,,"1,330","1,359","2,689",448,19.9
                Apapai,,"1,469","1,539","3,008",453,14.8
                Ariet,,"1,364","1,433","2,797",479,24.4
                Atutur,,"2,086","2,219","4,305",791,28.1
                Kapokin,,"2,141","2,240","4,381",701,18
,,,,,,
Kanyum Sub Co unty,,"20,227","21,574","41,801","6,998",21
                Ajuket,,"1,664","1,797","3,461",542,23.2
                Akisim,,"1,012","1,119","2,131",351,19.7
                Ariet,,"1,837","1,897","3,734",651,18.9
                Kacha,,999,"1,049","2,048",340,24.7
                Kajama ka,,"1,991","2,099","4,090",689,18.3
                Kamach a,,"1,590","1,853","3,443",573,19.2
                Kanyum,,"1,535","1,712","3,247",557,25.7
                Katileko ri,,"1,374","1,381","2,755",453,22.1
                Kogili,,676,684,"1,360",229,22.3
                Ojie,,"1,728","1,812","3,540",619,17.9
                Okeito,,"1,412","1,427","2,839",489,21.7
                Olimai,,"1,373","1,492","2,865",471,19.1
                Olumot,,"1,451","1,493","2,944",510,21.8
                Omuran g,,"1,585","1,759","3,344",524,22.7
,,,,,,
Kumi Sub Count y,,"8,610","8,951","17,561","2,846",25.2
                Agolito m,,"1,281","1,269","2,550",381,21.3
                Agule,,"1,281","1,352","2,633",408,22.8
                Asinge,,"1,440","1,560","3,000",480,25.4
                Kumi,,670,692,"1,362",222,27.5
                Olupe,,"1,297","1,388","2,685",440,32
                Omaten ga,,844,872,"1,716",276,23.6
                Oogoria,,575,598,"1,173",200,26
                Otipe,,"1,222","1,220","2,442",439,23.2
,,,,,,
Mukongoro Sub County,,"22,817","23,981","46,798","7,725",20.4
                Agaria,,753,793,"1,546",226,25.2
                Akadot,,"1,061","1,170","2,231",361,27.4
                Kabukol,,"1,141","1,193","2,334",383,19.8
                Kachab oi,,947,"1,043","1,990",333,26.7
                Kadami,,"1,166","1,268","2,434",379,17.7
                Kaderin,,"1,231","1,214","2,445",413,17.9
                Kajama ka,,"1,800","1,877","3,677",586,22
                Kakures,,"1,912","1,962","3,874",632,16.8
                Kodokot o,,"1,328","1,349","2,677",418,18.2
                Mukong oro,,"2,164","2,279","4,443",810,22.6
                Ogosoi,,"1,509","1,519","3,028",526,22.2
                Oladot,,"1,677","1,850","3,527",556,16.7
                Oleicho,,"1,234","1,298","2,532",410,19.3
                Omerei n,,"1,612","1,753","3,365",578,22.3
                Onyakel o,,"2,255","2,355","4,610",770,19.7
                Osopot oit,,"1,027","1,058","2,085",344,14.5
,,,,,,
Nyero Sub Count y,,"15,988","17,073","33,061","5,528",22.4
                Agurut,,"1,682","1,857","3,539",570,21.6
                Aligoi,,"1,136","1,187","2,323",350,17.7
                Ariet,,"2,483","2,559","5,042",807,20.1
                Kalapat a,,"2,167","2,395","4,562",758,21.9
                Kameny a,,"1,019","1,018","2,037",315,20.6
                Kodike,,"1,626","1,768","3,394",578,22.5
                Moruita,,"1,538","1,620","3,158",514,22.4
                Nyero,,"1,843","1,969","3,812",771,30.6
                Odipai,,"1,297","1,417","2,714",449,14.7
                Ogoom a,,"1,197","1,283","2,480",416,27.2
,,,,,,
Ongino Sub Cou nty,,"20,548","21,436","41,984","7,060",24.3
                Akide,,"1,218","1,261","2,479",408,23.8
                Akum,,"1,892","2,091","3,983",654,26.5
                Asinge,,499,292,791,184,17.4
                Ceele,,"1,466","1,541","3,007",468,22.6
                Kachab oi,,"1,774","2,031","3,805",661,28.1
                Kachela kweny,,964,"1,049","2,013",336,20.8
                Kanapa,,"1,419","1,514","2,933",472,26.1
                Kapasa k,,"1,520","1,562","3,082",508,26
                Kapolin,,"1,195","1,134","2,329",393,22.6
                Kodukul,,883,"1,003","1,886",345,35.7
                Kongura,,880,862,"1,742",288,17.7
                Morupe ded,,881,924,"1,805",281,23.8
                Obotia,,"2,413","2,549","4,962",808,21.3
                Ongino,,"1,490","1,541","3,031",553,30.4
                Oseera,,"1,780","1,859","3,639",602,17.3
                Tisai,,274,223,497,99,25.3
,,,,,,
,,"17,803","18,690","36,493","7,006",25.3
Northern Divison,,"8,595","9,266","17,861","3,483",26.2
                Amejei,,"1,351","1,488","2,839",457,25.6
                Bazaar,,"2,197","2,506","4,703","1,251",27
                Kabata,,"1,665","1,680","3,345",575,26.3
                Okouba,,"2,055","2,154","4,209",739,23.4
                Omolok onyo,,"1,327","1,438","2,765",461,28.9
,,,,,,
Southern Division,,"9,208","9,424","18,632","3,523",24.4
                Abubur,,"1,421","1,457","2,878",500,20.8
                Aputon,,769,731,"1,500",252,21.8
                Aterai,,"1,217","1,248","2,465",412,22.6
                Boma,,917,853,"1,770",380,25.5
                Kanyum,,"1,657","1,770","3,427",829,26.3
                Kelim,,"1,272","1,328","2,600",429,21
                Olungia,,"1,066","1,101","2,167",339,24.2
                Tank,,889,936,"1,825",382,31.7
,,,,,,
,,,,,,
,,,,,,
Mbale District,,"233,339","255,621","488,960","108,558",23.7
Bubyangu Sub C ounty,,"9,882","11,157","21,039","4,293",18.2
                Bubyan gu,,"1,128","1,222","2,350",433,13.2
                Bukikos o,,"1,559","1,738","3,297",626,19.3
                Bumada nda,,738,835,"1,573",307,15.6
                Bunabig ubo,,702,825,"1,527",327,26
                Bunabu rori,,945,"1,186","2,131",434,15.7
                Bunamo ri,,733,757,"1,490",332,19.6
                Bunawu zi,,708,813,"1,521",314,18.2
                Kilayi,,"1,060","1,393","2,453",620,28.7
                Lusame nta,,983,998,"1,981",386,11.9
                Madeng e,,"1,326","1,390","2,716",514,11.3
,,,,,,
Budwale Sub Co unty,,"3,638","4,031","7,669","1,583",19.2
                Budwale,,"1,032","1,170","2,202",455,21.5
                Bukinga la,,762,718,"1,480",282,12.4
                Bunama he,,"1,056","1,297","2,353",499,25.7
                Buwana ngadi,,788,846,"1,634",347,12.4
,,,,,,
Bufumbo Sub Co unty,,"9,170","10,586","19,756","3,449",17.5
                Bukobe,,769,838,"1,607",297,11.1
                Bumagira,,"1,310","1,527","2,837",534,14.8
                Bumusiri,,"1,352","1,613","2,965",512,19.3
                Bunamajje,,875,928,"1,803",348,16.1
                Buzalangizo,,"1,067","1,198","2,265",304,14.1
                Jewa,,"2,793","3,435","6,228","1,023",21.9
                Kama,,"1,004","1,047","2,051",431,16.5
,,,,,,
Bukasakya Sub County,,"13,980","15,683","29,663","7,036",25.7
                Bukasa kya,,"2,644","3,238","5,882","1,373",32.6
                Doko,,"1,486","1,671","3,157",863,24.6
                Marale,,"3,035","3,457","6,492","1,438",25.9
                Nabitili,,"4,334","4,729","9,063","2,247",24.1
                Tsaban yanya,,"2,481","2,588","5,069","1,115",20.7
,,,,,,
Bukiende Sub C ounty,,"10,460","11,355","21,815","4,726",22.4
                Bumaen a,,745,829,"1,574",352,26.7
                Bumuts opa,,"2,081","2,330","4,411",944,24.9
                Bunashi molo,,"1,547","1,693","3,240",702,25.4
                Bungwa nyi,,"1,342","1,635","2,977",623,23.4
                Burukur u,,"2,572","2,623","5,195","1,097",18.3
                Bushan gi,,"1,122","1,125","2,247",535,21.7
                Isango,,"1,051","1,120","2,171",473,19
,,,,,,
Bukonde Sub Co unty,,"9,198","9,904","19,102","3,909",15.7
                Bulweta,,"4,572","4,950","9,522","1,896",15.2
                Bumulu ya,,"1,727","1,877","3,604",768,16.4
                Bumuya ga,,"1,566","1,661","3,227",690,17.1
                Nanyun za,,"1,333","1,416","2,749",555,14.6
,,,,,,
Bumasikye Sub County,,"5,918","6,350","12,268","2,534",22.9
                Lubaale,,721,771,"1,492",309,15.2
                Lwaboba,,"2,473","2,593","5,066","1,015",21.9
                Muanda,,"1,753","1,861","3,614",770,26.9
                Toma,,971,"1,125","2,096",440,23.9
,,,,,,
Bumbobi Sub Co unty,,"7,926","8,426","16,352","3,566",22.9
                Bufuya,,"1,424","1,513","2,937",661,22.7
                Bukhum wa,,"1,896","1,997","3,893",839,20.7
                Bumbob i,,"2,838","3,153","5,991","1,310",25.6
                Busamb e,,"1,768","1,763","3,531",756,20.6
,,,,,,
Bungokho Sub C ounty,,"13,827","14,779","28,606","6,397",21.3
                Bubirabi,,"2,484","2,724","5,208","1,197",25.7
                Bumage ni,,"4,014","4,338","8,352","1,989",22.4
                Bushiko ri,,"3,681","3,996","7,677","1,664",20.3
                Khamot o,,"2,157","2,246","4,403",892,15.5
                Lwamb ogo,,"1,491","1,475","2,966",655,20.5
,,,,,,
Bungokho Mutot o Sub County,,"16,581","17,791","34,372","8,137",23.1
                Bumboi,,"1,715","1,771","3,486",747,12.9
                Bumutot o,,"5,935","5,968","11,903","2,666",19.9
                Mooni,,"1,496","1,568","3,064",735,22
                Muyand a,,992,"1,047","2,039",434,16.1
                Namalo go,,"2,423","2,567","4,990","1,107",21.4
                Nauyo,,"4,020","4,870","8,890","2,448",31.9
,,,,,,
Busano Sub Cou nty,,"7,317","7,516","14,833","3,167",16.5
                Bufooto,,"2,098","2,209","4,307",908,18.5
                Busano,,"1,762","1,857","3,619",747,15.7
                Buyaka,,"2,618","2,607","5,225","1,147",15.3
                Bwikho nje,,839,843,"1,682",365,17
,,,,,,
Busiu Sub County,,"10,862","11,263","22,125","4,554",19.1
                Bufukhula,,"1,719","1,792","3,511",701,22.3
                Bulusambu,,"1,763","1,780","3,543",670,15.2
                Bunambutye,,"2,038","2,220","4,258",874,21.6
                Buwalasi,,"1,816","1,854","3,670",801,19.4
                Lumbuku,,"1,611","1,601","3,212",667,15.6
                Musese,,"1,915","2,016","3,931",841,19.4
,,,,,,
Busoba Sub Cou nty,,"9,992","10,804","20,796","4,383",21.9
                Bumasi kye,,"3,756","3,938","7,694","1,648",22.5
                Bunamb utye,,"1,440","1,668","3,108",689,22.9
                Bunani mi,,"1,350","1,451","2,801",614,21.5
                Busoba,,"3,446","3,747","7,193","1,432",20.9
,,,,,,
Lukhonge Sub C ounty,,"4,656","4,969","9,625","2,081",17.3
                Nabwey a,,"1,048","1,188","2,236",489,16
                Namaw anga,,"1,392","1,458","2,850",625,16.5
                Nambw a,,"1,132","1,154","2,286",476,18.5
                Wanind a,,"1,084","1,169","2,253",491,18.7
,,,,,,
Lwasso Sub Cou nty,,"4,493","4,469","8,962","1,781",14.3
                Bukikali,,"1,155","1,168","2,323",467,10.9
                Buwang olo,,"1,023",979,"2,002",394,12.9
                Kiwuno,,"1,219","1,156","2,375",514,19.8
                Lwasso,,"1,096","1,166","2,262",406,12.6
,,,,,,
Nakaloke Sub Co unty,,"10,872","11,929","22,801","4,636",22
                Bwana,,"1,083","1,131","2,214",434,15.2
                Doko,,"1,697","1,899","3,596",741,24.6
                Kasanja,,"1,733","1,779","3,512",685,19.1
                Kolonyi,,620,675,"1,295",306,27.1
                Kolonyi Salem,,849,"1,098","1,947",360,29.4
                Namabasa,,"2,107","2,316","4,423",923,18.1
                Nambulu,,"1,624","1,826","3,450",715,23.4
                Namunsi,,"1,159","1,205","2,364",472,25
,,,,,,
Nakaloke Town Council,,"13,298","14,749","28,047","5,797",22.4
                Afya,,"2,905","3,255","6,160","1,366",22
                Fika  Sa lama,,"1,491","1,505","2,996",522,21.8
                Kireka,,"1,114","1,169","2,283",455,24
                Mukunja,,782,873,"1,655",333,23.7
                Najja,,"2,021","2,350","4,371",855,22.2
                Nakalok e,,"2,398","2,713","5,111","1,010",20.9
                Rock,,"2,587","2,884","5,471","1,256",23.7
,,,,,,
Namanyonyi Sub  County,,"14,922","15,832","30,754","6,621",22.9
                Aisa,,"2,603","2,722","5,325","1,094",21
                Nabwey a,,"4,544","4,888","9,432","2,005",22.9
                Namag umba,,"2,868","3,125","5,993","1,288",26.7
                Nkoma,,"4,907","5,097","10,004","2,234",21.5
,,,,,,
Nyondo Sub Cou nty,,"4,124","4,454","8,578","1,780",23.8
                Bubetsy e,,"1,429","1,543","2,972",619,20.7
                Bufukhu la,,"1,420","1,642","3,062",613,27.4
                Nyondo,,"1,275","1,269","2,544",548,23.4
,,,,,,
Wanale Sub Cou nty,,"6,625","6,675","13,300","2,755",12.6
                Bubents ye,,"1,524","1,541","3,065",744,12.8
                Bunatso ma,,"1,622","1,698","3,320",618,8.7
                Bushiw uyo,,"1,464","1,528","2,992",608,16
                Khaukh a,,997,933,"1,930",426,12.7
                Nabany ole,,"1,018",975,"1,993",359,12.8
,,,,,,
Busiu Town Council,,939,"1,042","1,981",513,29.4
                Busiu Town Board,,939,"1,042","1,981",513,29.4
Nabumali Town Council,,"1,740","1,919","3,659",766,25.7
Nabumali Town Board,,"1,740","1,919","3,659",766,25.7
,,"42,919","49,938","92,857","24,094",33.4
Industrial Diviso n,,"19,100","21,295","40,395","10,381",31.3
                Malukhu,,"3,622","4,656","8,278","2,129",34
                Masaba,,"2,724","2,039","4,763",809,26.2
                Namatal a,,"11,199","12,924","24,123","6,610",30.5
                South C entral,,"1,555","1,676","3,231",833,36.1
,,,,,,
Northern Divisio n,,"17,284","20,624","37,908","10,050",36.5
                Iuiu,,"1,172",785,"1,957",35,25.7
                Nabuyo nga,,"4,102","5,009","9,111","2,533",36.8
                Namak wekwe,,"5,744","7,179","12,923","3,789",36.2
                Nkoma,,"4,833","5,892","10,725","3,002",36.3
                North C entral,,"1,433","1,759","3,192",691,38.5
,,,,,,
Wanale Division,,"6,535","8,019","14,554","3,663",30.6
                Boma,,927,"1,356","2,283",560,42.1
                Busama ga East,,824,"1,026","1,850",437,28.8
                Busama ga West,,"1,749","2,077","3,826",972,26.9
                Mooni,,"1,380","1,708","3,088",882,32.5
                Mukhub u,,"1,655","1,852","3,507",812,26.1
,,,,,,
,,,,,,
,,,,,,
Pallisa District,,"188,125","198,765","386,890","65,651",17.7
Butebo Sub Cou nty,,"14,335","15,058","29,393","4,937",18.1
                Butebo,,"4,233","4,624","8,857","1,575",19.2
                Kabelai,,"2,338","2,451","4,789",836,12.9
                Kanyum,,"3,345","3,560","6,905","1,125",20.4
                Kasyeb ai,,"4,419","4,423","8,842","1,401",18.2
,,,,,,
Kabwangasi Sub County,,"13,766","14,786","28,552","5,332",17.8
                Kabwangasi,,"2,962","3,217","6,179","1,210",21.2
                Kachuru,,"2,026","2,188","4,214",796,18.3
                Maizimasa,,"3,392","3,730","7,122","1,270",18.1
                Nasenyi,,"2,740","2,817","5,557","1,066",15.2
                Putti,,"2,646","2,834","5,480",990,15.8
,,,,,,
Kakoro Sub Cou nty,,"8,349","8,956","17,305","3,094",18.8
                Kadokol ene,,"1,056","1,199","2,255",375,18.4
                Kaitisya,,827,915,"1,742",313,16.6
                Kakoro,,"1,789","1,824","3,613",660,16.1
                Kakoro Town Board,,"2,259","2,540","4,799",910,24.4
                Kasajja,,"1,037","1,031","2,068",351,15.4
                Tekwan a,,"1,381","1,447","2,828",485,16.5
,,,,,,
Kanginima Sub County,,"4,771","5,116","9,887","1,732",17.8
                Kangini ma,,"1,370","1,539","2,909",517,20.1
                Kasupet e,,745,789,"1,534",264,15.5
                Kitoi Ka wononi,,"1,285","1,426","2,711",477,18
                Nalidi,,"1,371","1,362","2,733",474,16.5
,,,,,,
Kibale Sub Coun ty,,"7,969","8,441","16,410","2,775",15.6
                Agurur,,"1,060","1,121","2,181",363,12.7
                Kibale,,"2,358","2,468","4,826",791,17.1
                Omukul ai,,"2,863","3,102","5,965","1,008",16.1
                Opogon o,,"1,688","1,750","3,438",613,14.7
,,,,,,
Opwateta Sub C ounty,,"8,203","8,596","16,799","2,660",17.3
                Kadeso k,,"2,473","2,637","5,110",820,16.2
                Kapuwai,,"2,300","2,435","4,735",724,19.1
                Okarac ha,,"1,549","1,617","3,166",511,20.5
                Opwatet a,,"1,881","1,907","3,788",605,14
,,,,,,
Petete Sub County,,"12,959","13,666","26,625","4,387",14.5
                Kachabali,,"2,261","2,330","4,591",717,10
                Kachocha,,"2,636","2,624","5,260",834,15
                Kapunyasi,,"3,319","3,626","6,945","1,143",14.2
                Petete,,"2,739","2,926","5,665","1,006",16.8
                Sidanyi,,"2,004","2,160","4,164",687,15.4
,,,,,,
,,"60,738","64,277","125,015","21,543",18.1
Kamuge Sub Co unty,,"10,494","11,089","21,583","3,586",16.9
                Boliso  Ii,,"2,123","2,271","4,394",705,14.2
                Kagoli,,"2,531","2,710","5,241",863,15.3
                Kalapat a,,"3,318","3,611","6,929","1,179",19.2
                Kamuge,,"2,522","2,497","5,019",839,17.6
,,,,,,
Kasodo Sub Cou nty,,"6,912","7,421","14,333","2,356",14.6
                Kainja,,"1,000","1,107","2,107",346,15.9
                Kasodo,,"1,421","1,603","3,024",518,14.1
                Nabiten de,,"1,341","1,324","2,665",414,14.7
                Najeniti,,"1,679","1,759","3,438",591,11.7
                Nagondi,,"1,471","1,628","3,099",487,17.7
,,,,,,
Olok Sub County,,"7,976","8,297","16,273","2,591",14.7
                Apapa,,"2,772","2,863","5,635",935,16.1
                Olok,,"1,708","1,834","3,542",556,13.3
                Odwarat,,"1,655","1,679","3,334",525,11.8
                Ngalwe,,"1,841","1,921","3,762",575,16.3
,,,,,,
Pallisa Sub Coun ty,,"7,654","7,746","15,400","2,659",15.1
                Akadot,,"3,141","3,109","6,250","1,063",16.7
                Kaboloi,,"2,333","2,426","4,759",838,15.2
                Kagoli,,"2,180","2,211","4,391",758,12.8
,,,,,,
Pallisa Town Council,,"15,801","17,337","33,138","6,352",24.7
                East,,"2,547","2,727","5,274",906,20.4
                Hospital,,"2,112","2,369","4,481",806,28.4
                Kagwes e,,"4,364","4,695","9,059","1,802",22.9
                Kaucho,,"3,257","3,615","6,872","1,321",24.7
                West,,"3,521","3,931","7,452","1,517",27.6
,,,,,,
Puti-Puti Sub Co unty,,"11,901","12,387","24,288","3,999",15.1
                Boliso,,"1,542","1,649","3,191",546,18.3
                Boliso I,,"1,246","1,315","2,561",445,18.2
                Limoto,,"3,169","3,373","6,542","1,065",15
                Mpongi,,"3,387","3,411","6,798","1,096",13
                Puti-Puti,,"2,557","2,639","5,196",847,14
,,,,,,
,,"57,035","59,869","116,904","19,191",18.1
Agule Sub Count y,,"8,775","9,357","18,132","2,915",16.8
                Agule,,"1,923","2,032","3,955",669,16.1
                Moruko kume,,"2,535","2,689","5,224",851,19.3
                Odusai,,"1,969","2,099","4,068",654,17.4
                Okungu ro,,"2,348","2,537","4,885",741,14.2
,,,,,,
Akisim Sub Cou nty,,"6,460","6,595","13,055","2,400",16.5
                Akisim,,"1,751","1,719","3,470",645,16.3
                Kobwin,,"1,465","1,579","3,044",556,17.6
                Okisiran,,"1,207","1,181","2,388",445,14.6
                Opadoi,,"2,037","2,116","4,153",754,17
,,,,,,
Apopong Sub Co unty,,"12,925","13,328","26,253","4,397",16.5
                Adal,,"2,575","2,500","5,075",817,15.9
                Apopon g,,"2,149","2,252","4,401",771,17
                Kapala,,"2,845","2,996","5,841",927,16.6
                Katukei,,"1,726","1,755","3,481",603,16.7
                Kaukura,,"2,040","2,079","4,119",702,16.5
                Obwanai,,"1,590","1,746","3,336",577,15.9
,,,,,,
Chelekura Sub C ounty,,"5,570","6,168","11,738","1,839",24.7
                Adodoi,,"1,390","1,541","2,931",453,18.3
                Akwam or,,"1,655","1,915","3,570",566,20.1
                Cheleku ra,,"1,412","1,528","2,940",462,21.9
                Kaleme ne,,"1,113","1,184","2,297",358,43.9
,,,,,,
Gogonyo Sub Co unty,,"14,808","15,598","30,406","4,835",18.6
                Ajepet,,"3,641","3,883","7,524","1,257",18.8
                Angodi,,"2,093","2,296","4,389",751,24.9
                Gogony o,,"6,621","6,685","13,306","1,984",15.3
                Kachan go,,"2,453","2,734","5,187",843,20.5
,,,,,,
Kameke Sub Co unty,,"8,497","8,823","17,320","2,805",18.1
                Kameke,,"1,011","1,031","2,042",316,18
                Nyakoi,,"2,836","2,969","5,805",978,20.9
                Oboliso,,"2,935","3,001","5,936",963,16.5
                Omurok a,,"1,715","1,822","3,537",548,16.1
,,,,,,
,,,,,,
,,,,,,
Soroti District,,"144,976","151,857","296,833","54,921",24.1
Tubur Sub Count y,,"10,645","11,328","21,973","3,779",21.1
                Obulei,,"1,103","1,108","2,211",368,19
                Palaet,,"2,222","2,375","4,597",792,21
                Aparisa,,"1,943","2,056","3,999",697,18.1
                Tubur,,"2,194","2,435","4,629",766,22.5
                Achuna,,"1,661","1,739","3,400",638,23.8
                Ogolai,,"1,522","1,615","3,137",518,21.8
,,,,,,
Kamuda Sub County,,"18,398","18,625","37,023","6,414",22.1
                Kamuda,,"4,484","4,491","8,975","1,485",20.6
                Lalle,,"4,077","4,020","8,097","1,415",20.6
                Agora,,"4,379","4,438","8,817","1,559",21.8
                Aminit,,"5,458","5,676","11,134","1,955",24.5
,,,,,,
Asuret Sub Coun ty,,"19,527","20,111","39,638","6,728",24.2
                Otatai,,"5,123","5,308","10,431","1,718",25.1
                Mukura,,"5,220","5,358","10,578","1,828",23.4
                Ocokica n,,"3,479","3,564","7,043","1,245",23.5
                Obule,,"3,318","3,498","6,816","1,132",25.6
                Adacar,,"2,387","2,383","4,770",805,22.7
,,,,,,
Katine Sub Coun ty,,"17,320","17,752","35,072","5,815",21
                Ochuloi,,"3,862","3,973","7,835","1,233",18.6
                Katine,,"2,039","2,022","4,061",690,20.9
                Ojama,,"2,264","2,289","4,553",751,21.7
                Ojom,,"3,402","3,607","7,009","1,196",22.6
                Olwelai,,"3,410","3,487","6,897","1,164",19.9
                Merok,,"2,343","2,374","4,717",781,23.6
,,,,,,
Soroti Sub Count y,,"12,080","13,036","25,116","4,973",24.6
                Acetgw en,,"4,404","5,025","9,429","1,922",25.6
                Amen,,"4,104","4,261","8,365","1,752",25
                Opuyo,,"3,572","3,750","7,322","1,299",22.4
,,,,,,
Arapai Sub Coun ty,,"19,860","20,568","40,428","6,908",23.7
                Amoru,,"1,799","1,834","3,633",634,23.3
                Agirigiro i,,"2,917","2,978","5,895","1,054",22.7
                Odudui,,"3,141","3,391","6,532","1,086",21.4
                Dakabela,,"3,601","3,729","7,330","1,233",23
                Arabaka,,"2,778","3,026","5,804",973,24.8
                Aloet,,"3,478","3,304","6,782","1,159",28.2
                Arapai,,"2,146","2,306","4,452",769,21.5
,,,,,,
Gweri Sub Count y,,"23,165","24,733","47,898","7,997",20.5
                Dokolo,,"4,828","5,033","9,861","1,639",19.8
                Awaliwa l,,"4,065","4,365","8,430","1,430",19.5
                Awoja,,"3,501","3,702","7,203","1,205",17.7
                Omuge nya,,"3,994","4,304","8,298","1,440",21.9
                Gweri,,"3,151","3,471","6,622","1,134",23.8
                Aukot,,"3,626","3,858","7,484","1,149",20.8
,,,,,,
Northern Divisio n,,"9,427","9,690","19,117","4,395",29.1
                Pioneer,,927,996,"1,923",329,35.9
